"sample_id","Homo_zygote_gain","Hemi_zygote_gain","NoChange","Hemi_zygote_loss","Homo_zygote_loss","type_status","HoGain","HeGain","HeLoss","HoLoss","CNV_Changed","Gain","Loss","CNV_D","CNV_Status","Gain_n","Loss_n","Loss_ov_Gain","Loss_eq_Gain"
"TCGA.G9.6370.01",0,0,24775,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,0,0,0,TRUE,FALSE
"TCGA.G9.6371.01",1,1165,23299,302,9,TRUE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,1,1,1,0,FALSE,FALSE
"TCGA.G9.6373.01",620,1297,21197,1658,4,TRUE,TRUE,TRUE,TRUE,FALSE,3,TRUE,TRUE,2,3,2,1,FALSE,FALSE
"TCGA.G9.6377.01",0,1713,19790,2219,1054,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,2,4,1,2,TRUE,FALSE
"TCGA.G9.6378.01",5,0,24066,704,1,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,1,1,1,0,FALSE,FALSE
"TCGA.G9.6379.01",0,0,21383,1668,1725,TRUE,FALSE,FALSE,TRUE,TRUE,2,FALSE,TRUE,1,2,0,2,TRUE,FALSE
"TCGA.G9.6384.01",0,0,23397,1378,1,TRUE,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,1,2,0,1,TRUE,FALSE
"TCGA.G9.6385.01",0,0,24772,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,0,0,0,TRUE,FALSE
"TCGA.G9.6494.01",3,999,21906,827,1041,TRUE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,2,4,1,1,TRUE,FALSE
"TCGA.G9.6496.01",344,548,22653,1231,0,TRUE,TRUE,TRUE,TRUE,FALSE,3,TRUE,TRUE,2,3,2,1,FALSE,FALSE
"TCGA.G9.6498.01",6,1165,23463,0,142,TRUE,TRUE,TRUE,FALSE,TRUE,3,TRUE,TRUE,2,3,2,1,FALSE,FALSE
"TCGA.G9.6499.01",317,7371,10340,6171,577,FALSE,TRUE,TRUE,TRUE,TRUE,4,TRUE,TRUE,2,3,2,2,FALSE,FALSE
"TCGA.G9.7509.01",0,976,22983,674,143,TRUE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,2,3,1,1,FALSE,FALSE
"TCGA.G9.7510.01",34,554,22428,1350,410,TRUE,TRUE,TRUE,TRUE,TRUE,4,TRUE,TRUE,2,4,2,2,TRUE,FALSE
"TCGA.G9.7519.01",0,0,24207,560,9,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,0,0,0,TRUE,FALSE
"TCGA.G9.7521.01",0,3905,14984,5886,1,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,2,3,1,1,FALSE,FALSE
"TCGA.G9.7522.01",1,0,24417,0,358,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,1,2,0,1,TRUE,FALSE
"TCGA.G9.7523.01",8,2641,18433,3692,2,FALSE,TRUE,TRUE,TRUE,FALSE,3,TRUE,TRUE,2,3,2,1,FALSE,FALSE
"TCGA.G9.7525.01",1,786,22930,0,1059,TRUE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,2,4,1,1,TRUE,FALSE
"TCGA.G9.A9S0.01",1039,1376,19069,3292,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,TRUE,TRUE,2,3,2,1,FALSE,FALSE
"TCGA.G9.A9S7.01",10,1618,21601,1153,394,TRUE,TRUE,TRUE,TRUE,TRUE,4,TRUE,TRUE,2,3,2,2,FALSE,FALSE
"TCGA.H9.7775.01",2,0,23964,810,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,0,0,0,FALSE,FALSE
"TCGA.H9.A6BX.01",0,0,24775,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,0,0,0,TRUE,FALSE
"TCGA.H9.A6BY.01",0,0,24138,0,638,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,1,2,0,1,TRUE,FALSE
"TCGA.HC.7075.01",1,0,24528,0,247,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,1,2,0,1,TRUE,FALSE
"TCGA.HC.7077.01",43,0,22872,1852,9,TRUE,TRUE,FALSE,TRUE,FALSE,2,TRUE,TRUE,2,3,1,1,FALSE,FALSE
"TCGA.HC.7078.01",1,2298,19197,3279,1,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,2,3,1,1,FALSE,FALSE
"TCGA.HC.7079.01",1,0,24775,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,0,0,0,FALSE,FALSE
"TCGA.HC.7080.01",275,843,18448,3427,1783,FALSE,TRUE,TRUE,TRUE,TRUE,4,TRUE,TRUE,2,4,2,2,TRUE,FALSE
"TCGA.HC.7081.01",0,0,23986,0,790,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,1,2,0,1,TRUE,FALSE
"TCGA.HC.7209.01",5,0,23644,0,1127,TRUE,TRUE,FALSE,FALSE,TRUE,2,TRUE,TRUE,2,4,1,1,TRUE,FALSE
"TCGA.HC.7210.01",492,0,23005,0,1279,TRUE,TRUE,FALSE,FALSE,TRUE,2,TRUE,TRUE,2,4,1,1,TRUE,FALSE
"TCGA.HC.7211.01",22,0,23662,1090,2,TRUE,TRUE,FALSE,TRUE,FALSE,2,TRUE,TRUE,2,3,1,1,FALSE,FALSE
"TCGA.HC.7212.01",31,561,22286,0,1898,TRUE,TRUE,TRUE,FALSE,TRUE,3,TRUE,TRUE,2,4,2,1,TRUE,FALSE
"TCGA.HC.7213.01",154,4199,8980,11310,133,FALSE,TRUE,TRUE,TRUE,TRUE,4,TRUE,TRUE,2,3,2,2,FALSE,FALSE
"TCGA.HC.7230.01",0,0,22966,1810,0,TRUE,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,1,2,0,1,FALSE,TRUE
"TCGA.HC.7231.01",3,568,22688,715,802,TRUE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,2,4,1,1,TRUE,FALSE
"TCGA.HC.7232.01",0,1371,21306,2060,39,TRUE,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,2,3,1,1,FALSE,FALSE
"TCGA.HC.7233.01",4,0,24432,0,340,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,1,2,0,1,TRUE,FALSE
"TCGA.HC.7736.01",24,0,21968,2774,10,TRUE,TRUE,FALSE,TRUE,FALSE,2,TRUE,TRUE,2,3,1,1,FALSE,FALSE
"TCGA.HC.7737.01",0,0,23007,1633,136,TRUE,FALSE,FALSE,TRUE,TRUE,2,FALSE,TRUE,1,2,0,2,TRUE,FALSE
"TCGA.HC.7738.01",1,0,24396,0,379,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,1,2,0,1,TRUE,FALSE
"TCGA.HC.7740.01",2,0,24774,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,0,0,0,FALSE,FALSE
"TCGA.HC.7742.01",0,2972,19525,2024,255,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,2,3,1,2,FALSE,FALSE
"TCGA.HC.7744.01",0,0,22065,2039,672,TRUE,FALSE,FALSE,TRUE,TRUE,2,FALSE,TRUE,1,2,0,2,TRUE,FALSE
"TCGA.HC.7745.01",2,1377,20957,2440,0,TRUE,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,2,3,1,1,FALSE,FALSE
"TCGA.HC.7747.01",1,0,23237,0,1538,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,1,2,0,1,TRUE,FALSE
"TCGA.HC.7748.01",0,0,23748,1010,18,TRUE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,0,0,0,TRUE,FALSE
"TCGA.HC.7749.01",2,0,19776,4170,828,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,TRUE,1,2,0,2,TRUE,FALSE
"TCGA.HC.7750.01",9,0,24620,0,147,FALSE,TRUE,FALSE,FALSE,TRUE,2,TRUE,TRUE,2,4,1,1,TRUE,FALSE
"TCGA.HC.7752.01",7,0,22721,0,2048,TRUE,TRUE,FALSE,FALSE,TRUE,2,TRUE,TRUE,2,4,1,1,TRUE,FALSE
"TCGA.HC.7817.01",1,0,24696,0,79,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,1,2,0,1,TRUE,FALSE
"TCGA.HC.7818.01",3,0,24770,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,0,0,0,TRUE,FALSE
"TCGA.HC.7819.01",446,0,23207,1123,0,TRUE,TRUE,FALSE,TRUE,FALSE,2,TRUE,TRUE,2,3,1,1,FALSE,FALSE
"TCGA.HC.7820.01",2,0,24008,766,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,0,0,0,FALSE,FALSE
"TCGA.HC.7821.01",16,1055,17127,6527,51,FALSE,TRUE,TRUE,TRUE,TRUE,4,TRUE,TRUE,2,3,2,2,FALSE,FALSE
"TCGA.HC.8213.01",7,0,24589,0,180,FALSE,TRUE,FALSE,FALSE,TRUE,2,TRUE,TRUE,2,4,1,1,TRUE,FALSE
"TCGA.HC.8216.01",29,6196,13089,5396,66,FALSE,TRUE,TRUE,TRUE,TRUE,4,TRUE,TRUE,2,3,2,2,FALSE,FALSE
"TCGA.HC.8256.01",0,624,23428,342,382,TRUE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,2,4,1,1,TRUE,FALSE
"TCGA.HC.8257.01",1,0,22908,349,1518,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,1,2,0,1,TRUE,FALSE
"TCGA.HC.8258.01",0,0,24776,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,0,0,0,FALSE,TRUE
"TCGA.HC.8259.01",0,0,24688,0,88,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,1,2,0,1,TRUE,FALSE
"TCGA.HC.8260.01",3,1164,23558,0,51,TRUE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,2,3,1,1,FALSE,FALSE
"TCGA.HC.8261.01",6,1158,23216,0,396,TRUE,TRUE,TRUE,FALSE,TRUE,3,TRUE,TRUE,2,3,2,1,FALSE,FALSE
"TCGA.HC.8262.01",0,0,23646,1081,49,TRUE,FALSE,FALSE,TRUE,TRUE,2,FALSE,TRUE,1,2,0,2,TRUE,FALSE
"TCGA.HC.8264.01",0,620,22857,1281,18,TRUE,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,2,3,1,1,FALSE,FALSE
"TCGA.HC.8265.01",3905,1166,19259,0,446,FALSE,TRUE,TRUE,FALSE,TRUE,3,TRUE,TRUE,2,3,2,1,FALSE,FALSE
"TCGA.HC.8266.01",638,1466,17884,4781,7,FALSE,TRUE,TRUE,TRUE,FALSE,3,TRUE,TRUE,2,3,2,1,FALSE,FALSE
"TCGA.HC.A48F.01",618,0,14982,9095,81,FALSE,TRUE,FALSE,TRUE,TRUE,3,TRUE,TRUE,2,3,1,2,FALSE,FALSE
"TCGA.HC.A4ZV.01",678,3541,16110,4435,12,FALSE,TRUE,TRUE,TRUE,FALSE,3,TRUE,TRUE,2,3,2,1,FALSE,FALSE
"TCGA.HC.A631.01",13,6338,16733,1664,28,FALSE,TRUE,TRUE,TRUE,FALSE,3,TRUE,TRUE,2,3,2,1,FALSE,FALSE
"TCGA.HC.A632.01",0,548,18863,4739,626,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,2,4,1,2,TRUE,FALSE
"TCGA.HC.A6AL.01",11,538,23427,799,1,TRUE,TRUE,TRUE,FALSE,FALSE,2,TRUE,FALSE,1,1,2,0,FALSE,FALSE
"TCGA.HC.A6AN.01",41,0,22868,1865,2,TRUE,TRUE,FALSE,TRUE,FALSE,2,TRUE,TRUE,2,3,1,1,FALSE,FALSE
"TCGA.HC.A6AO.01",52,554,22569,0,1601,TRUE,TRUE,TRUE,FALSE,TRUE,3,TRUE,TRUE,2,4,2,1,TRUE,FALSE
"TCGA.HC.A6AP.01",8,2341,21700,0,727,TRUE,TRUE,TRUE,FALSE,TRUE,3,TRUE,TRUE,2,3,2,1,FALSE,FALSE
"TCGA.HC.A6AQ.01",0,0,24427,211,138,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,1,2,0,1,TRUE,FALSE
"TCGA.HC.A6AS.01",5,1372,22637,709,53,TRUE,TRUE,TRUE,FALSE,TRUE,3,TRUE,TRUE,2,3,2,1,FALSE,FALSE
"TCGA.HC.A6HX.01",156,0,23532,1021,67,TRUE,TRUE,FALSE,TRUE,TRUE,3,TRUE,TRUE,2,3,1,2,FALSE,FALSE
"TCGA.HC.A6HY.01",2,0,23761,1012,1,TRUE,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,1,2,0,1,FALSE,TRUE
"TCGA.HC.A76W.01",150,3780,16060,3907,879,FALSE,TRUE,TRUE,TRUE,TRUE,4,TRUE,TRUE,2,3,2,2,FALSE,FALSE
"TCGA.HC.A76X.01",5,0,24628,0,143,FALSE,TRUE,FALSE,FALSE,TRUE,2,TRUE,TRUE,2,4,1,1,TRUE,FALSE
"TCGA.HC.A8CY.01",56,2757,19608,1229,1126,FALSE,TRUE,TRUE,TRUE,TRUE,4,TRUE,TRUE,2,3,2,2,FALSE,FALSE
"TCGA.HC.A8D0.01",170,0,23309,1294,3,TRUE,TRUE,FALSE,TRUE,FALSE,2,TRUE,TRUE,2,3,1,1,FALSE,FALSE
"TCGA.HC.A8D1.01",0,0,24219,0,557,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,1,2,0,1,TRUE,FALSE
"TCGA.HC.A9TE.01",243,10188,6677,7038,630,FALSE,TRUE,TRUE,TRUE,TRUE,4,TRUE,TRUE,2,3,2,2,FALSE,FALSE
"TCGA.HC.A9TH.01",221,0,21588,2822,145,TRUE,TRUE,FALSE,TRUE,TRUE,3,TRUE,TRUE,2,4,1,2,TRUE,FALSE
"TCGA.HI.7168.01",217,10085,6143,8219,112,FALSE,TRUE,TRUE,TRUE,TRUE,4,TRUE,TRUE,2,3,2,2,FALSE,FALSE
"TCGA.HI.7169.01",0,0,24754,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,0,0,0,TRUE,FALSE
"TCGA.HI.7170.01",49,0,24011,715,1,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,1,1,1,0,FALSE,FALSE
"TCGA.HI.7171.01",469,2269,14364,7493,181,FALSE,TRUE,TRUE,TRUE,TRUE,4,TRUE,TRUE,2,3,2,2,FALSE,FALSE
"TCGA.J4.8198.01",0,1165,23135,0,476,TRUE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,2,3,1,1,FALSE,FALSE
"TCGA.J4.8200.01",493,0,23964,0,319,TRUE,TRUE,FALSE,FALSE,TRUE,2,TRUE,TRUE,2,4,1,1,TRUE,FALSE
"TCGA.J4.A67K.01",0,0,24333,0,443,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,1,2,0,1,TRUE,FALSE
"TCGA.J4.A67L.01",674,0,22549,1269,284,TRUE,TRUE,FALSE,TRUE,TRUE,3,TRUE,TRUE,2,3,1,2,FALSE,FALSE
"TCGA.J4.A67M.01",0,593,22431,1752,0,TRUE,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,2,3,1,1,FALSE,FALSE
"TCGA.J4.A67N.01",0,0,21447,3316,13,TRUE,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,1,2,0,1,TRUE,FALSE
"TCGA.J4.A67O.01",14,0,23897,736,129,TRUE,TRUE,FALSE,FALSE,TRUE,2,TRUE,TRUE,2,4,1,1,TRUE,FALSE
"TCGA.J4.A67Q.01",4,0,24772,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,0,0,0,FALSE,FALSE
"TCGA.J4.A67R.01",2,0,24771,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,0,0,0,TRUE,FALSE
"TCGA.J4.A67S.01",0,0,23196,1562,18,TRUE,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,1,2,0,1,TRUE,FALSE
"TCGA.J4.A67T.01",0,0,24367,0,409,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,1,2,0,1,TRUE,FALSE
"TCGA.J4.A6G1.01",2,0,24750,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,0,0,0,TRUE,FALSE
"TCGA.J4.A6G3.01",0,0,24774,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,0,0,0,TRUE,FALSE
"TCGA.J4.A6M7.01",0,0,24686,0,90,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,1,2,0,1,TRUE,FALSE
"TCGA.J4.A83I.01",13,0,21615,3146,2,TRUE,TRUE,FALSE,TRUE,FALSE,2,TRUE,TRUE,2,3,1,1,FALSE,FALSE
"TCGA.J4.A83J.01",331,0,22243,2182,20,TRUE,TRUE,FALSE,TRUE,FALSE,2,TRUE,TRUE,2,3,1,1,FALSE,FALSE
"TCGA.J4.A83K.01",0,0,24753,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,0,0,0,TRUE,FALSE
"TCGA.J4.A83L.01",66,0,24522,0,188,FALSE,TRUE,FALSE,FALSE,TRUE,2,TRUE,TRUE,2,4,1,1,TRUE,FALSE
"TCGA.J4.A83M.01",0,0,24320,0,456,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,1,2,0,1,TRUE,FALSE
"TCGA.J4.A83N.01",0,0,24133,554,89,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,1,2,0,1,TRUE,FALSE
"TCGA.J4.AATV.01",0,0,24759,0,17,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,0,0,0,TRUE,FALSE
"TCGA.J4.AATZ.01",484,2869,20345,1047,31,TRUE,TRUE,TRUE,TRUE,FALSE,3,TRUE,TRUE,2,3,2,1,FALSE,FALSE
"TCGA.J4.AAU2.01",3,0,24423,0,350,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,1,2,0,1,TRUE,FALSE
"TCGA.J9.A52B.01",116,1693,13395,9564,8,FALSE,TRUE,TRUE,TRUE,FALSE,3,TRUE,TRUE,2,3,2,1,FALSE,FALSE
"TCGA.J9.A52C.01",0,0,23719,1056,1,TRUE,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,1,2,0,1,TRUE,FALSE
"TCGA.J9.A52E.01",0,7050,10250,7393,83,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,2,3,1,2,FALSE,FALSE
"TCGA.J9.A8CK.01",2,0,22369,1004,1401,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,1,2,0,1,TRUE,FALSE
"TCGA.J9.A8CL.01",1009,5196,7298,10967,306,FALSE,TRUE,TRUE,TRUE,TRUE,4,TRUE,TRUE,2,3,2,2,FALSE,FALSE
"TCGA.J9.A8CM.01",2,2894,19861,0,2019,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,2,4,1,1,TRUE,FALSE
"TCGA.J9.A8CN.01",410,1443,21996,927,0,TRUE,TRUE,TRUE,FALSE,FALSE,2,TRUE,FALSE,1,1,2,0,FALSE,FALSE
"TCGA.J9.A8CP.01",557,0,22271,1928,20,TRUE,TRUE,FALSE,TRUE,FALSE,2,TRUE,TRUE,2,3,1,1,FALSE,FALSE
"TCGA.KC.A4BL.01",298,0,24478,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,1,1,1,0,FALSE,FALSE
"TCGA.KC.A4BN.01",1,0,24774,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,0,0,0,TRUE,FALSE
"TCGA.KC.A4BO.01",0,0,24775,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,0,0,0,TRUE,FALSE
"TCGA.KC.A4BR.01",0,0,24774,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,0,0,0,TRUE,FALSE
"TCGA.KC.A4BV.01",1,659,20600,3514,2,TRUE,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,2,3,1,1,FALSE,FALSE
"TCGA.KC.A7F3.01",0,0,23764,0,1012,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,1,2,0,1,TRUE,FALSE
"TCGA.KC.A7F6.01",24,572,21864,2316,0,TRUE,TRUE,TRUE,TRUE,FALSE,3,TRUE,TRUE,2,3,2,1,FALSE,FALSE
"TCGA.KC.A7FA.01",8,2332,15275,7132,29,FALSE,TRUE,TRUE,TRUE,FALSE,3,TRUE,TRUE,2,3,2,1,FALSE,FALSE
"TCGA.KC.A7FD.01",10,0,24387,378,1,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,1,1,1,0,FALSE,FALSE
"TCGA.KC.A7FE.01",0,0,24495,0,281,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,1,2,0,1,TRUE,FALSE
"TCGA.KK.A59V.01",1,886,23177,0,712,TRUE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,2,4,1,1,TRUE,FALSE
"TCGA.KK.A59X.01",31,0,21396,3349,0,TRUE,TRUE,FALSE,TRUE,FALSE,2,TRUE,TRUE,2,3,1,1,FALSE,FALSE
"TCGA.KK.A59Y.01",966,0,22477,1308,25,TRUE,TRUE,FALSE,TRUE,FALSE,2,TRUE,TRUE,2,3,1,1,FALSE,FALSE
"TCGA.KK.A59Z.01",0,5527,13070,5269,910,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,2,3,1,2,FALSE,FALSE
"TCGA.KK.A6DY.01",14,617,21676,2459,10,TRUE,TRUE,TRUE,TRUE,FALSE,3,TRUE,TRUE,2,3,2,1,FALSE,FALSE
"TCGA.KK.A6E0.01",34,0,20341,4401,0,TRUE,TRUE,FALSE,TRUE,FALSE,2,TRUE,TRUE,2,3,1,1,FALSE,FALSE
"TCGA.KK.A6E1.01",147,875,16439,7312,3,FALSE,TRUE,TRUE,TRUE,FALSE,3,TRUE,TRUE,2,3,2,1,FALSE,FALSE
"TCGA.KK.A6E2.01",3,0,24225,0,548,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,1,2,0,1,TRUE,FALSE
"TCGA.KK.A6E3.01",0,0,24768,0,8,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,0,0,0,TRUE,FALSE
"TCGA.KK.A6E4.01",0,0,19912,3956,908,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,TRUE,1,2,0,2,TRUE,FALSE
"TCGA.KK.A6E5.01",2,0,21062,3702,10,TRUE,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,1,2,0,1,TRUE,FALSE
"TCGA.KK.A6E6.01",0,0,14972,9665,139,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,TRUE,1,2,0,2,TRUE,FALSE
"TCGA.KK.A6E7.01",14,0,20340,4421,1,TRUE,TRUE,FALSE,TRUE,FALSE,2,TRUE,TRUE,2,3,1,1,FALSE,FALSE
"TCGA.KK.A6E8.01",0,5214,18122,1440,0,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,2,3,1,1,FALSE,FALSE
"TCGA.KK.A7AP.01",2360,1384,18169,2863,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,TRUE,TRUE,2,3,2,1,FALSE,FALSE
"TCGA.KK.A7AQ.01",268,0,22624,356,1528,TRUE,TRUE,FALSE,FALSE,TRUE,2,TRUE,TRUE,2,4,1,1,TRUE,FALSE
"TCGA.KK.A7AU.01",1,1472,21983,1307,13,TRUE,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,2,3,1,1,FALSE,FALSE
"TCGA.KK.A7AV.01",3,1614,22169,0,990,TRUE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,2,4,1,1,TRUE,FALSE
"TCGA.KK.A7AW.01",427,0,23302,1047,0,TRUE,TRUE,FALSE,TRUE,FALSE,2,TRUE,TRUE,2,3,1,1,FALSE,FALSE
"TCGA.KK.A7AY.01",186,590,23142,0,858,TRUE,TRUE,TRUE,FALSE,TRUE,3,TRUE,TRUE,2,4,2,1,TRUE,FALSE
"TCGA.KK.A7AZ.01",1408,712,21527,1128,1,TRUE,TRUE,TRUE,TRUE,FALSE,3,TRUE,TRUE,2,3,2,1,FALSE,FALSE
"TCGA.KK.A7B0.01",10,1160,22299,0,1307,TRUE,TRUE,TRUE,FALSE,TRUE,3,TRUE,TRUE,2,4,2,1,TRUE,FALSE
"TCGA.KK.A7B1.01",0,0,23818,0,958,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,1,2,0,1,TRUE,FALSE
"TCGA.KK.A7B2.01",431,0,24344,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,1,1,1,0,FALSE,FALSE
"TCGA.KK.A7B3.01",0,738,22012,858,1168,TRUE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,2,4,1,1,TRUE,FALSE
"TCGA.KK.A7B4.01",551,7227,12793,4197,8,FALSE,TRUE,TRUE,TRUE,FALSE,3,TRUE,TRUE,2,3,2,1,FALSE,FALSE
"TCGA.KK.A8I4.01",8,7914,15094,1739,21,FALSE,TRUE,TRUE,TRUE,FALSE,3,TRUE,TRUE,2,3,2,1,FALSE,FALSE
"TCGA.KK.A8I5.01",7,0,22192,2368,209,TRUE,TRUE,FALSE,TRUE,TRUE,3,TRUE,TRUE,2,4,1,2,TRUE,FALSE
"TCGA.KK.A8I6.01",563,0,21240,2076,897,TRUE,TRUE,FALSE,TRUE,TRUE,3,TRUE,TRUE,2,4,1,2,TRUE,FALSE
"TCGA.KK.A8I7.01",183,1507,21371,1708,7,TRUE,TRUE,TRUE,TRUE,FALSE,3,TRUE,TRUE,2,3,2,1,FALSE,FALSE
"TCGA.KK.A8I8.01",0,758,22380,1620,18,TRUE,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,2,3,1,1,FALSE,FALSE
"TCGA.KK.A8I9.01",2,617,22536,414,1207,TRUE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,2,4,1,1,TRUE,FALSE
"TCGA.KK.A8IA.01",632,3300,11262,9196,386,FALSE,TRUE,TRUE,TRUE,TRUE,4,TRUE,TRUE,2,3,2,2,FALSE,FALSE
"TCGA.KK.A8IB.01",0,3772,18847,1829,328,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,2,3,1,2,FALSE,FALSE
"TCGA.KK.A8IC.01",171,547,20158,3896,4,FALSE,TRUE,TRUE,TRUE,FALSE,3,TRUE,TRUE,2,3,2,1,FALSE,FALSE
"TCGA.KK.A8ID.01",3850,3748,16654,0,524,FALSE,TRUE,TRUE,FALSE,TRUE,3,TRUE,TRUE,2,3,2,1,FALSE,FALSE
